LEVEL2,LEVEL1,ALTERNATIVE,STATUS,STATUS NOTE,ITEMID,MIMIC LABEL,UNITNAME,LINKSTO,COUNT,CATEGORY,CONCEPTID,FLUID,LOINC_CODE,Unnamed: 15,PARAM_TYPE,NOTE
,,PT Splint Status #2,,,225182,PT Splint Status #2,,,3284,Treatments,,,,,Text,
,,Current Goal,,,225183,Current Goal,mL,chartevents,217585,Dialysis,,,,,Numeric,
,,PT Splint Status #3,,,225194,PT Splint Status #3,,,606,Treatments,,,,,Text,
,,PT Splint Status #4,,,225196,PT Splint Status #4,,,85,Treatments,,,,,Text,
,,Trauma Line Site Appear,,,225217,Trauma Line Site Appear,,,8518,Access Lines - Invasive,,,,,Text,
,,CCO PAC Site Appear,,,225225,CCO PAC Site Appear,,,17571,Access Lines - Invasive,,,,,Text,
,,CCO PAC Waveform Appear,,,225227,CCO PAC Waveform Appear,,,17116,Access Lines - Invasive,,,,,Text,
,,20 Gauge Reason Discontinued,,,225230,20 Gauge Reason Discontinued,,,20011,Access Lines - Peripheral,,,,,Text,
,,20 Gauge Site Appear,,,225231,20 Gauge Site Appear,,,195250,Access Lines - Peripheral,,,,,Text,
,,18 Gauge Reason Discontinued,,,225233,18 Gauge Reason Discontinued,,,12952,Access Lines - Peripheral,,,,,Text,
,,18 Gauge Site Appear,,,225234,18 Gauge Site Appear,,,145723,Access Lines - Peripheral,,,,,Text,
,,16 Gauge Reason Discontinued,,,225236,16 Gauge Reason Discontinued,,,4311,Access Lines - Peripheral,,,,,Text,
,,16 Gauge Site Appear,,,225237,16 Gauge Site Appear,,,39671,Access Lines - Peripheral,,,,,Text,
,,14 Gauge Reason Discontinued,,,225239,14 Gauge Reason Discontinued,,,299,Access Lines - Peripheral,,,,,Text,
,,14 Gauge Site Appear,,,225240,14 Gauge Site Appear,,,3252,Access Lines - Peripheral,,,,,Text,
,,Dialysis Catheter Site Appear,,,225323,Dialysis Catheter Site Appear,,,111909,Access Lines - Invasive,,,,,Text,
,,Tunneled (Hickman) Site Appear,,,225331,Tunneled (Hickman) Site Appear,,,7720,Access Lines - Invasive,,,,,Text,
,,IABP Site Appear,,,225339,IABP Site Appear,,,8506,Access Lines - Invasive,,,,,Text,
,,IABP Art. Waveform Appear,,,225341,IABP Art. Waveform Appear,,,7597,Access Lines - Invasive,,,,,Text,
,,Midline Site Appear,,,225347,Midline Site Appear,,,19272,Access Lines - Invasive,,,,,Text,
,,PA Catheter Site Appear,,,225355,PA Catheter Site Appear,,,28281,Access Lines - Invasive,,,,,Text,
,,PA Catheter Waveform Appear,,,225357,PA Catheter Waveform Appear,,,27208,Access Lines - Invasive,,,,,Text,
,,Pheresis Catheter Site Appear,,,225371,Pheresis Catheter Site Appear,,,3506,Access Lines - Invasive,,,,,Text,
,,Indwelling Port (PortaCath) Site Appear,,,225379,Indwelling Port (PortaCath) Site Appear,,,20722,Access Lines - Invasive,,,,,Text,
,,Presep Catheter Site Appear,,,225387,Presep Catheter Site Appear,,,2847,Access Lines - Invasive,,,,,Text,
,,Presep Catheter Waveform Appear,,,225388,Presep Catheter Waveform Appear,,,2060,Access Lines - Invasive,,,,,Text,
,,Triple Introducer Site Appear,,,225395,Triple Introducer Site Appear,,,623,Access Lines - Invasive,,,,,Text,
,,Triple Introducer Waveform Appear,,,225397,Triple Introducer Waveform Appear,,,326,Access Lines - Invasive,,,,,Text,
,,Patient on vent,,,225411,Patient on vent,,,23,Case Management,,,,,Text,
,,Arterial Line Discontinued,,,225737,Arterial Line Discontinued,,,14862,Access Lines - Invasive,,,,,Text,
,,CCO PAC Discontinued,,,225738,CCO PAC Discontinued,,,1025,Access Lines - Invasive,,,,,Text,
,,Cordis/Introducer Discontinued,,,225739,Cordis/Introducer Discontinued,,,2379,Access Lines - Invasive,,,,,Text,
,,Dialysis Catheter Discontinued,,,225740,Dialysis Catheter Discontinued,,,634,Access Lines - Invasive,,,,,Text,
,,Tunneled (Hickman) Line Discontinued,,,225741,Tunneled (Hickman) Line Discontinued,,,15,Access Lines - Invasive,,,,,Text,
,,IABP Line Discontinued,,,225742,IABP Line Discontinued,,,362,Access Lines - Invasive,,,,,Text,
,,Midline Discontinued,,,225743,Midline Discontinued,,,174,Access Lines - Invasive,,,,,Text,
,,Multi Lumen Line Discontinued,,,225744,Multi Lumen Line Discontinued,,,6297,Access Lines - Invasive,,,,,Text,
,,PA Catheter Discontinued,,,225745,PA Catheter Discontinued,,,1627,Access Lines - Invasive,,,,,Text,
,,Pheresis Catheter Discontinued,,,225746,Pheresis Catheter Discontinued,,,30,Access Lines - Invasive,,,,,Text,
,,PICC Line Discontinued,,,225747,PICC Line Discontinued,,,762,Access Lines - Invasive,,,,,Text,
,,Indwelling Port (PortaCath) Discontinued,,,225748,Indwelling Port (PortaCath) Discontinued,,,85,Access Lines - Invasive,,,,,Text,
,,Presep Catheter Discontinued,,,225749,Presep Catheter Discontinued,,,26,Access Lines - Invasive,,,,,Text,
,,Trauma Line Discontinued,,,225750,Trauma Line Discontinued,,,222,Access Lines - Invasive,,,,,Text,
,,Triple Introducer Discontinued,,,225751,Triple Introducer Discontinued,,,12,Access Lines - Invasive,,,,,Text,
,,RIC Reason Discontinued,,,225759,RIC Reason Discontinued,,,90,Access Lines - Peripheral,,,,,Text,
,,RIC Site Appear,,,225760,RIC Site Appear,,,583,Access Lines - Peripheral,,,,,Text,
,,Sheath Line Discontinued,,,225764,Sheath Line Discontinued,,,560,Access Lines - Invasive,,,,,Text,
,,Sheath Site Appear,,,225767,Sheath Site Appear,,,8846,Access Lines - Invasive,,,,,Text,
,,Sheath Waveform Appear,,,225770,Sheath Waveform Appear,,,4856,Access Lines - Invasive,,,,,Text,
,,Sheath Size,,,225772,Sheath Size,,,4543,Access Lines - Invasive,,,,,Text,
,,Volume In (PD),,,225806,Volume In (PD),mL,chartevents,3782,Dialysis,,,,,Numeric,
,,Volume Out (PD),,,225807,Volume Out (PD),mL,chartevents,3708,Dialysis,,,,,Numeric,
,,CV - PMH,,,225811,CV - past medical history,,,192157,Adm History/FHPA,,,,,Text,
,,Baseline pain level,,,225813,Baseline pain level,,,38743,Adm History/FHPA,,,,,Text,
,,NIV Mask,,,225949,NIV Mask,,,13350,Respiratory,,,,,Text,
,,PD Fluid Appearance,,,225951,Peritoneal Dialysis Fluid Appearance,,,2810,Dialysis,,,,,Text,
,,Medication Added #1 (PD),,,225952,Medication Added #1 (Peritoneal Dialysis),,,1650,Dialysis,,,,,Text,
,,Solution (PD),,,225953,Solution (Peritoneal Dialysis),,,3201,Dialysis,,,,,Text,
,,Dialysis Access Type,,,225954,Dialysis Access Type,,,18,Dialysis,,,,,Text,
,,Reason for Filter Change,,,225956,Reason for CRRT Filter Change,,,240,Dialysis,,,,,Text,
,,Heparin Concentration  (units/mL),,,225958,Heparin Concentration (units/mL),,,9757,Dialysis,,,,,Text,
,,Medication Added Amount #1 (PD),,,225959,Medication Added Amount  #1 (Peritoneal Dialysis),None,chartevents,415,Dialysis,,,,,Numeric,
,,Medication Added Units #1 (PD),,,225961,Medication Added Units #1 (Peritoneal Dialysis),,,416,Dialysis,,,,,Text,
,,PD Catheter Type,,,225963,Peritoneal Dialysis Catheter Type,,,2868,Dialysis,,,,,Text,
,,PD Catheter Status,,,225965,Peritoneal Dialysis Catheter Status,,,2792,Dialysis,,,,,Text,
,,Replacement Fluid,,,225976,Replacement Fluid,,,210515,Dialysis,,,,,Text,
,,Dialysate Fluid,,,225977,Dialysate Fluid,,,210082,Dialysis,,,,,Text,
,,Slope,,,225978,Slope,,,556492,Respiratory,,,,,Text,
,,IABP Size,,,225979,IABP Size,,,7507,Access Lines - Invasive,,,,,Text,
,,IABP Balloon Waveform,,,225982,IABP Balloon Waveform,,,7731,Access Lines - Invasive,,,,,Text,
,,IABP Trigger,,,225984,IABP Trigger,,,7282,Access Lines - Invasive,,,,,Text,
,,IABP Helium Tubing,,,225985,IABP Helium Tubing,,,7622,Access Lines - Invasive,,,,,Text,
,,IABP Arterial Waveform Source,,,225986,IABP Arterial Waveform Source,,,7641,Access Lines - Invasive,,,,,Text,
,,IABP Power Source,,,225987,IABP Power Source,,,7438,Access Lines - Invasive,,,,,Text,
,,IABP Position on leg,,,225988,IABP Position on leg,,,20725,Access Lines - Invasive,,,,,Text,
,,Behavior,,,226105,Behavior,,,176156,Neurological,,,,,Text,
,,ICP Line Discontinued,,,226125,ICP Line Discontinued,,,332,Access Lines - Invasive,,,,,Text,
,,ICP Line Site Appear,,,226130,ICP Line Site Appear,,,33071,Access Lines - Invasive,,,,,Text,
,,ICP Line Waveform Appear,,,226133,ICP Line Waveform Appear,,,31251,Access Lines - Invasive,,,,,Text,
,,Oral Care,,,226168,Oral Care,,,1029817,Treatments,,,,,Text,
,,Ultrafiltrate Output,,,226457,Ultrafiltrate Output,mL,chartevents,229627,Dialysis,,,,,Numeric,
,,Hemodialysis Output,,,226499,Hemodialysis Output,mL,chartevents,5123,Dialysis,,,,,Numeric,
,,O2 Delivery Device(s),,,226732,O2 Delivery Device(s),,,1616537,Respiratory,,,,,Text,
,,Known difficult intubation,,,226814,Known difficult intubation,,,366676,Respiratory,,,,,Text,
,,Airway problems,,,226815,Airway problems,,,1829,Respiratory,,,,,Text,
,,PCA dose units,,,227111,PCA  dose units,,,43647,Pain/Sedation,,,,,Text,
,,PCA 1 hour limit units,,,227113,PCA 1 hour limit units,,,42376,Pain/Sedation,,,,,Text,
,,PCA bolus units,,,227115,PCA bolus units,,,3180,Pain/Sedation,,,,,Text,
,,PCA total dose units,,,227117,PCA total dose units,,,24587,Pain/Sedation,,,,,Text,
,,Epidural Location,,,227119,Epidural Location,,,19975,Pain/Sedation,,,,,Text,
,,Motor Deficit,,,227120,Motor Deficit,,,15364,Pain/Sedation,,,,,Text,
,,Pupil Response R,,,227121,Pupil Response Right,,,1254437,Neurological,,,,,Text,
,,Neuro Drain Landmark,,,227122,Neuro Drain Landmark,,,1,Neurological,,,,,Text,
,,Dialysis Catheter Type,,,227124,Dialysis Catheter Type,,,58861,Access Lines - Invasive,,,,,Text,
,,Indwelling (PortaCath) Port Type,,,227125,Indwelling (PortaCath) Port Type,,,19267,Access Lines - Invasive,,,,,Text,
,,Indwelling (PortaCath) Port #1,,,227127,Indwelling (PortaCath) Port #1,,,7121,Access Lines - Invasive,,,,,Text,
,,Indwelling (PortaCath) Port #2,,,227128,Indwelling (PortaCath) Port #2,,,2329,Access Lines - Invasive,,,,,Text,
,,Pheresis Catheter Type,,,227129,Pheresis Catheter Type,,,1577,Access Lines - Invasive,,,,,Text,
,,Cont. Neb Med Dose,,,227131,Cont. Neb Med Dose,,,7488,Respiratory,,,,,Text,
,,SV Neb Drug #2,,,227133,Small Volume Neb Drug #2,,,7688,Respiratory,,,,,Text,
,,ATC Tube #,,,227134,ATC Tube #,,,682,Respiratory,,,,,Text,
,,ABP Alarm Source,,,227239,ABP Alarm Source,,,207074,Alarms,,,,,Text,
,,NBP Alarm Source,,,227240,NBP Alarm Source,,,492729,Alarms,,,,,Text,
,,PAP Alarm Source,,,227241,PAP Alarm Source,,,28784,Alarms,,,,,Text,
,,Pupil Response L,,,227288,Pupil Response Left,,,1249670,Neurological,,,,,Text,
,,CRRT mode,,,227290,CRRT mode,,,127629,Dialysis,,,,,Text,
,,History of falling (within 3 mnths)*,,,227341,History of falling (within 3 mnths),,,653245,Restraint/Support Systems,,,,,Text,
,,Secondary diagnosis,,,227342,Secondary diagnosis,,,653631,Restraint/Support Systems,,,,,Text,
,,Ambulatory aid,,,227343,Ambulatory aid,,,650619,Restraint/Support Systems,,,,,Text,
,,IV/Saline lock,,,227344,IV/Saline lock,,,650346,Restraint/Support Systems,,,,,Text,
,,Gait/Transferring,,,227345,Gait/Transferring,,,650385,Restraint/Support Systems,,,,,Text,
,,Mental status,,,227346,Mental status,,,648515,Restraint/Support Systems,,,,,Text,
,,Daily Wake Up,,,227375,Daily Wake Up,,,244903,Pain/Sedation,,,,,Text,
,,Incision Site #1,,,227472,Incision Site #1,,,150649,Skin - Incisions,,,,,Text,
,,Incision Site #2,,,227473,Incision Site #2,,,60161,Skin - Incisions,,,,,Text,
,,Incision Site #3,,,227474,Incision Site #3,,,19188,Skin - Incisions,,,,,Text,
,,Incision Site #4,,,227475,Incision Site #4,,,6559,Skin - Incisions,,,,,Text,
,,Incision Site #5,,,227476,Incision Site #5,,,2089,Skin - Incisions,,,,,Text,
,,Incision Site #6,,,227477,Incision Site #6,,,776,Skin - Incisions,,,,,Text,
,,Humidification,,,227517,Humidification,,,586707,Respiratory,,,,,Text,
,,ART BP Alarm Source,,,227539,ART Blood Pressure Alarm Source,,,16188,Alarms,,,,,Text,
,,Airway Location,,,227567,Airway Location,,,4912,Respiratory,,,,,Text,
,,Airway Size (mm),,,227568,Airway Size (mm),,,3239,Respiratory,,,,,Text,
,,SV Neb Drug/Dose #1,,,227570,Small Volume Neb Drug/Dose #1,,,89320,Respiratory,,,,,Text,
,,BiPap Mode,,,227577,BiPap Mode,,,11172,Respiratory,,,,,Text,
,,BiPap Mask,,,227578,BiPap Mask,,,11881,Respiratory,,,,,Text,
,,Autoset/CPAP,,,227583,Autoset/CPAP,,,7786,Respiratory,,,,,Text,
,,GI Guaiac,,,227585,GI Guaiac,,,9060,GI/GU,,,,,Text,
,,GI #1 Tube Place Method,,,227588,GI #1 Tube Place Method,,,45741,GI/GU,,,,,Text,
,,GI #2 Tube Place Method,,,227589,GI #2 Tube Place Method,,,2922,GI/GU,,,,,Text,
,,GI #3 Tube Place Method,,,227590,GI #3 Tube Place Method,,,230,GI/GU,,,,,Text,
,,Neuro Drain Landmark,,,227591,Neuro Drain Landmark,,,9376,Neurological,,,,,Text,
,,Site Cleanse #9,,,227594,Impaired Skin Cleanse #9,,,2891,Skin - Impairment,,,,,Text,
,,Site Cleanse #10,,,227595,Impaired Skin Cleanse #10,,,2313,Skin - Impairment,,,,,Text,
,,Site Drainage #9,,,227598,Impaired Skin Drainage #9,,,3533,Skin - Impairment,,,,,Text,
,,Site Drainage #10,,,227599,Impaired Skin Drainage #10,,,2711,Skin - Impairment,,,,,Text,
,,Site Drainage Amount #9,,,227600,Impaired Skin Drainage Amount #9,,,2984,Skin - Impairment,,,,,Text,
,,Site Drainage Amount #10,,,227601,Impaired Skin Drainage Amount #10,,,2195,Skin - Impairment,,,,,Text,
,,Site #9,,,227606,Impaired Skin Site #9,,,4555,Skin - Impairment,,,,,Text,
,,Site #10,,,227607,Impaired Skin Site #10,,,3718,Skin - Impairment,,,,,Text,
,,Site Treatment #9,,,227608,Impaired Skin Treatment #9,,,4205,Skin - Impairment,,,,,Text,
,,Site Treatment #10,,,227609,Impaired Skin Treatment #10,,,3289,Skin - Impairment,,,,,Text,
,,Type #9,,,227612,Impaired Skin Type #9,,,3559,Skin - Impairment,,,,,Text,
,,Type #10,,,227613,Impaired Skin Type #10,,,2828,Skin - Impairment,,,,,Text,
,,Site/Wound Base #9,,,227616,Impaired Skin Wound Base #9,,,4232,Skin - Impairment,,,,,Text,
,,Site/Wound Base #10,,,227617,Impaired Skin Wound Base #10,,,3044,Skin - Impairment,,,,,Text,
,,Pressure Ulcer Stage #9,,,227618,Pressure Ulcer Stage #9,,,1355,Skin - Impairment,,,,,Text,
,,Pressure Ulcer Stage #10,,,227619,Pressure Ulcer Stage #10,,,1363,Skin - Impairment,,,,,Text,
,,Surrounding Tissue #9,,,227620,Surrounding Tissue #9,,,3889,Skin - Impairment,,,,,Text,
,,Surrounding Tissue #10,,,227621,Surrounding Tissue #10,,,2941,Skin - Impairment,,,,,Text,
,,Tunneling Present #9,,,227622,Tunneling Present #9,,,1619,Skin - Impairment,,,,,Text,
,,Tunneling Present #10,,,227623,Tunneling Present #10,,,1297,Skin - Impairment,,,,,Text,
,,Undermining Present #9,,,227624,Undermining Present #9,,,1361,Skin - Impairment,,,,,Text,
,,Undermining Present #10,,,227625,Undermining Present #10,,,1128,Skin - Impairment,,,,,Text,
,,Seizure Pads,,,227626,Seizure Pads,,,6380,Treatments,,,,,Text,
,,Shivering,,,227629,Shivering,,,4573,Treatments,,,,,Text,
,,Arctic Sun Temp #1 Location,,,227630,Arctic Sun Temp #1 Location,,,49784,Routine Vital Signs,,,,,Text,
,,Arctic Sun Temp #2 Location,,,227631,Arctic Sun Temp #2 Location,,,46504,Routine Vital Signs,,,,,Text,
,,Knee Location - CPM,,,227636,Knee Location - CPM,,,846,Treatments,,,,,Text,
,,Medication Added #2 (PD),,,227638,Medication Added #2 (Peritoneal Dialysis),,,326,Dialysis,,,,,Text,
,,Medication Added Amount  #2 (PD),,,227639,Medication Added Amount  #2 (Peritoneal Dialysis),None,chartevents,127,Dialysis,,,,,Numeric,
,,Medication Added Units #2 (PD),,,227640,Medication Added Units #2 (Peritoneal Dialysis),,,137,Dialysis,,,,,Text,
,,Breast Feeding,,,227642,Breast Feeding,,,693,OB-GYN,,,,,Text,
,,Breast Feeding - L,,,227643,Breast Feeding - L,,,349,OB-GYN,,,,,Text,
,,Breast Feeding - R,,,227644,Breast Feeding - R,,,355,OB-GYN,,,,,Text,
,,Clots,,,227648,Clots,,,1119,OB-GYN,,,,,Text,
,,Fundus Character,,,227649,Fundus Character,,,929,OB-GYN,,,,,Text,
,,Fundus Location (Breadth),,,227650,Fundus Location (Breadth),,,772,OB-GYN,,,,,Text,
,,Lochia Character,,,227651,Lochia Character,,,927,OB-GYN,,,,,Text,
,,Lochia Estimate,,,227652,Lochia Estimate,,,1173,OB-GYN,,,,,Text,
,,Pad Change/Hour,,,227653,Pad Change/Hour,,,1392,OB-GYN,,,,,Text,
,,Reflexes LE,,,227654,Reflexes LE,,,54,OB-GYN,,,,,Text,
,,Reflexes UE,,,227655,Reflexes UE,,,63,OB-GYN,,,,,Text,
,,Patient/Family Informed_V2,,,227662,Patient/Family Informed_V2,,,41919,Restraint/Support Systems,,,,,Text,
,,Immobilizer,,,227663,Immobilizer,,,45862,Restraint/Support Systems,,,,,Text,
,,Immobilizer Device,,,227664,Immobilizer Device,,,41655,Restraint/Support Systems,,,,,Text,
,,Immobilizer Evaluated,,,227665,Immobilizer Evaluated,,,37866,Restraint/Support Systems,,,,,Text,
,,Immobilizer Location,,,227666,Immobilizer Location,,,40816,Restraint/Support Systems,,,,,Text,
,,Reason for Immobilizer,,,227667,Reason for Immobilizer,,,41873,Restraint/Support Systems,,,,,Text,
,,Side Rails_V2,,,227668,Side Rails_V2,,,108717,Restraint/Support Systems,,,,,Text,
,,Side Rails (Restraint),,,227669,Side Rails (Restraint),,,11212,Restraint/Support Systems,,,,,Text,
,,Violent Restraints,,,227670,Violent Restraints,,,2246,Restraint/Support Systems,,,,,Text,
,,Non-Violent Restraints,,,227671,Non-Violent Restraints,,,15529,Restraint/Support Systems,,,,,Text,
,,Violent Restraints Ordered,,,227672,Violent Restraints Ordered,,,385,Restraint/Support Systems,,,,,Text,
,,Non-Violent Restraints Ordered,,,227673,Non-Violent Restraints Ordered,,,7840,Restraint/Support Systems,,,,,Text,
,,Face to Face Eval (Non-Violent),,,227674,Face to Face Eval (Non-Violent),,,8416,Restraint/Support Systems,,,,,Text,
,,Face to Face Eval (Violent),,,227675,Face to Face Eval (Violent),,,424,Restraint/Support Systems,,,,,Text,
,,Reason for Restraints (Non-Violent),,,227676,Reason for Restraints (Non-Violent),,,17461,Restraint/Support Systems,,,,,Text,
,,Reason for Restraint/Seclusion (Violent),,,227677,Reason for Restraint/Seclusion (Violent),,,1165,Restraint/Support Systems,,,,,Text,
,,Restraint Device (Non-Violent),,,227678,Restraint Device (Non-Violent),,,14982,Restraint/Support Systems,,,,,Text,
,,Restraint Device (Violent),,,227679,Restraint Device (Violent),,,1508,Restraint/Support Systems,,,,,Text,
,,Restraint Location_V2,,,227680,Restraint Location_V2,,,14040,Restraint/Support Systems,,,,,Text,
,,Less Restrictive Measures,,,227681,Less Restrictive Measures_V1,,,43522,Restraint/Support Systems,,,,,Text,
,,Restraints Evaluated_V2_,,,227682,Restraints Evaluated_V2,,,9758,Restraint/Support Systems,,,,,Text,
,,Restraint/Seclusion Observer Sheet,,,227683,Restraint/Seclusion Observer Sheet,,,467,Restraint/Support Systems,,,,,Text,
,,Safety Measures,,,227684,Safety Measures,,,112772,Restraint/Support Systems,,,,,Text,
,,Tobacco Use History,,,227687,Tobacco Use History,,,89862,Adm History/FHPA,,,,,Text,
,,Safety Measures,,,227700,Safety Measures,,,295387,Restraint/Support Systems,,,,,Text,
,,AVA Line Discontinued,,,227725,AVA Line Discontinued,,,299,Access Lines - Invasive,,,,,Text,
,,AVA Line Site Appear,,,227728,AVA Line Site Appear,,,8698,Access Lines - Invasive,,,,,Text,
,,AVA Waveform Appearance,,,227730,AVA Waveform Appearance,,,5274,Access Lines - Invasive,,,,,Text,
,,AVA Line Placement Confirmed by X-ray,,,227732,AVA Line Placement Confirmed by X-ray,,,7107,Access Lines - Invasive,,,,,Text,
,,CCO PAC Placement Confirmed by X-ray,,,227751,CCO PAC Placement Confirmed by X-ray,,,15507,Access Lines - Invasive,,,,,Text,
,,Cordis/Introducer Placement Confirmed by X-ray,,,227752,Cordis/Introducer Placement Confirmed by X-ray,,,51982,Access Lines - Invasive,,,,,Text,
,,Dialysis Catheter Placement Confirmed by X-ray,,,227753,Dialysis Catheter Placement Confirmed by X-ray,,,79783,Access Lines - Invasive,,,,,Text,
,,IABP Placement Confirmed by X-ray,,,227754,IABP Placement Confirmed by X-ray,,,6604,Access Lines - Invasive,,,,,Text,
,,Midline Placement Confirmed by X-ray,,,227755,Midline Placement Confirmed by X-ray,,,12183,Access Lines - Invasive,,,,,Text,
,,Multi Lumen Placement Confirmed by X-ray,,,227756,Multi Lumen Placement Confirmed by X-ray,,,368477,Access Lines - Invasive,,,,,Text,
,,PA Catheter Placement Confirmed by X-ray,,,227757,PA Catheter Placement Confirmed by X-ray,,,24226,Access Lines - Invasive,,,,,Text,
,,Pheresis Catheter Placement Confirmed by X-ray,,,227758,Pheresis Catheter Placement Confirmed by X-ray,,,2493,Access Lines - Invasive,,,,,Text,
,,PICC Line Placement Confirmed by X-ray,,,227759,PICC Line Placement Confirmed by X-ray,,,220828,Access Lines - Invasive,,,,,Text,
,,Presep Catheter Placement Confirmed by X-ray,,,227760,Presep Catheter Placement Confirmed by X-ray,,,1221,Access Lines - Invasive,,,,,Text,
,,Sheath Placement Confirmed by X-ray,,,227761,Sheath Placement Confirmed by X-ray,,,4028,Access Lines - Invasive,,,,,Text,
,,Trauma Line Placement Confirmed by X-ray,,,227762,Trauma Line Placement Confirmed by X-ray,,,6445,Access Lines - Invasive,,,,,Text,
,,Triple Introducer Placement Confirmed by X-ray,,,227763,Triple Introducer Placement Confirmed by X-ray,,,320,Access Lines - Invasive,,,,,Text,
,,Tunneled (Hickman) Placement Confirmed by X-ray,,,227764,Tunneled (Hickman) Placement Confirmed by X-ray,,,3837,Access Lines - Invasive,,,,,Text,
,,Traction/Immobile #1,,,227771,Traction/Immobile #1,,,5632,Treatments,,,,,Text,
,,Traction/Immobile #2,,,227772,Traction/Immobile #2,,,1062,Treatments,,,,,Text,
,,Traction/Immobile #3,,,227773,Traction/Immobile #3,,,168,Treatments,,,,,Text,
,,Traction/Immobile #4,,,227774,Traction/Immobile #4,,,7,Treatments,,,,,Text,
,,Skeletal Traction #3 - Pounds,,,227777,Skeletal Traction #3 - Pounds,lbs,chartevents,10,Treatments,,,,,Numeric,
,,Impaired Skin  - Dressing Status #1,,,227780,Impaired Skin  - Dressing Status #1,,,121372,Skin - Impairment,,,,,Text,
